Key,Material,Amount
UPF:20xDEC-20xFET-1xLIS-20xPSL-30xPSM-1xTCU=>1xCQL,DEC,20
UPF:20xDEC-20xFET-1xLIS-20xPSL-30xPSM-1xTCU=>1xCQL,FET,20
UPF:20xDEC-20xFET-1xLIS-20xPSL-30xPSM-1xTCU=>1xCQL,LIS,1
UPF:20xDEC-20xFET-1xLIS-20xPSL-30xPSM-1xTCU=>1xCQL,PSL,20
UPF:20xDEC-20xFET-1xLIS-20xPSL-30xPSM-1xTCU=>1xCQL,PSM,30
UPF:20xDEC-20xFET-1xLIS-20xPSL-30xPSM-1xTCU=>1xCQL,TCU,1
UPF:20xPSL-30xPSM-4xSRD=>1xRDS,PSL,20
UPF:20xPSL-30xPSM-4xSRD=>1xRDS,PSM,30
UPF:20xPSL-30xPSM-4xSRD=>1xRDS,SRD,4
UPF:20xPSL-12xPSM-6xUTS=>1xWOR,PSL,20
UPF:20xPSL-12xPSM-6xUTS=>1xWOR,PSM,12
UPF:20xPSL-12xPSM-6xUTS=>1xWOR,UTS,6
UPF:5xAL-1xBMF-1xDEC-2xPSL-5xPSM-1xTCU=>1xCQT,AL,5
UPF:5xAL-1xBMF-1xDEC-2xPSL-5xPSM-1xTCU=>1xCQT,BMF,1
UPF:5xAL-1xBMF-1xDEC-2xPSL-5xPSM-1xTCU=>1xCQT,DEC,1
UPF:5xAL-1xBMF-1xDEC-2xPSL-5xPSM-1xTCU=>1xCQT,PSL,2
UPF:5xAL-1xBMF-1xDEC-2xPSL-5xPSM-1xTCU=>1xCQT,PSM,5
UPF:5xAL-1xBMF-1xDEC-2xPSL-5xPSM-1xTCU=>1xCQT,TCU,1
UPF:30xPSL-50xPSM-8xSRD=>1xRDL,PSL,30
UPF:30xPSL-50xPSM-8xSRD=>1xRDL,PSM,50
UPF:30xPSL-50xPSM-8xSRD=>1xRDL,SRD,8
UPF:2xBSC-10xNG-12xPSL-8xPSM-4xSEQ=>1xSU,BSC,2
UPF:2xBSC-10xNG-12xPSL-8xPSM-4xSEQ=>1xSU,NG,10
UPF:2xBSC-10xNG-12xPSL-8xPSM-4xSEQ=>1xSU,PSL,12
UPF:2xBSC-10xNG-12xPSL-8xPSM-4xSEQ=>1xSU,PSM,8
UPF:2xBSC-10xNG-12xPSL-8xPSM-4xSEQ=>1xSU,SEQ,4
UPF:2xDEC-5xFAL-1xLIS-5xPSL-10xPSM-1xTCU=>1xCQS,DEC,2
UPF:2xDEC-5xFAL-1xLIS-5xPSL-10xPSM-1xTCU=>1xCQS,FAL,5
UPF:2xDEC-5xFAL-1xLIS-5xPSL-10xPSM-1xTCU=>1xCQS,LIS,1
UPF:2xDEC-5xFAL-1xLIS-5xPSL-10xPSM-1xTCU=>1xCQS,PSL,5
UPF:2xDEC-5xFAL-1xLIS-5xPSL-10xPSM-1xTCU=>1xCQS,PSM,10
UPF:2xDEC-5xFAL-1xLIS-5xPSL-10xPSM-1xTCU=>1xCQS,TCU,1
UPF:6xBBH-10xBDE-10xBSE-50xSOI=>1xHAB,BBH,6
UPF:6xBBH-10xBDE-10xBSE-50xSOI=>1xHAB,BDE,10
UPF:6xBBH-10xBDE-10xBSE-50xSOI=>1xHAB,BSE,10
UPF:6xBBH-10xBDE-10xBSE-50xSOI=>1xHAB,SOI,50
WEL:10xBOS-1xGV-1xHE=>1xCHA,BOS,10
WEL:10xBOS-1xGV-1xHE=>1xCHA,GV,1
WEL:10xBOS-1xGV-1xHE=>1xCHA,HE,1
WEL:1xAL-1xBSE-1xHE=>1xFC,AL,1
WEL:1xAL-1xBSE-1xHE=>1xFC,BSE,1
WEL:1xAL-1xBSE-1xHE=>1xFC,HE,1
WEL:1xAL-1xHE=>1xGV,AL,1
WEL:1xAL-1xHE=>1xGV,HE,1
WEL:1xAL-1xFE-1xHE=>10xGC,AL,1
WEL:1xAL-1xFE-1xHE=>10xGC,FE,1
WEL:1xAL-1xFE-1xHE=>10xGC,HE,1
WEL:1xAL-1xFE-1xHE=>6xFLP,AL,1
WEL:1xAL-1xFE-1xHE=>6xFLP,FE,1
WEL:1xAL-1xFE-1xHE=>6xFLP,HE,1
WEL:1xFE-1xHE-1xI=>1xMHL,FE,1
WEL:1xFE-1xHE-1xI=>1xMHL,HE,1
WEL:1xFE-1xHE-1xI=>1xMHL,I,1
WEL:2xAL-1xHE-20xNFI=>6xSSC,AL,2
WEL:2xAL-1xHE-20xNFI=>6xSSC,HE,1
WEL:2xAL-1xHE-20xNFI=>6xSSC,NFI,20
WEL:2xAL-1xHE=>6xTRU,AL,2
WEL:2xAL-1xHE=>6xTRU,HE,1
WEL:2xBE-2xCF-1xHE=>4xTHP,BE,2
WEL:2xBE-2xCF-1xHE=>4xTHP,CF,2
WEL:2xBE-2xCF-1xHE=>4xTHP,HE,1
WEL:6xAL-1xHE=>1xDRF,AL,6
WEL:6xAL-1xHE=>1xDRF,HE,1
WPL:1xKV-1xTC=>1xTK,KV,1
WPL:1xKV-1xTC=>1xTK,TC,1
WPL:1xRCO=>1xCOT,RCO,1
WPL:1xRSI=>1xSIL,RSI,1
WPL:50xPG=>1xNL,PG,50
WPL:75xPG-5xTCL=>1xKV,PG,75
WPL:75xPG-5xTCL=>1xKV,TCL,5
